context,G0_mM,hours,image_key,ploidy_state,n_group_cells,median_cell_area_px,median_nuclear_area_px,field_cell_count,field_total_segmented_area_px,context_label,G0_label
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C2_4_02d00h00m,low,168,1676,191,168,316581,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_1_02d00h00m,high,139,1101,209,139,175668,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_2_02d00h00m,high,87,1164,194,87,109931,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_3_02d00h00m,high,131,1084,211,131,163236,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C7_4_02d00h00m,high,84,1250.5,229.5,84,115142,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_1_02d00h00m,low,194,1703,189.5,194,367953,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_2_02d00h00m,low,158,1781.5,193,158,291591,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_3_02d00h00m,low,204,1692.5,195,204,361545,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D2_4_02d00h00m,low,196,1818.5,204.5,196,387236,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_1_02d00h00m,high,173,1287,225,173,243424,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_2_02d00h00m,high,112,1247.5,216.5,112,165819,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_3_02d00h00m,high,160,1113.5,211,160,203496,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D7_4_02d00h00m,high,90,1263,204,90,127049,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_1_02d00h00m,low,276,1677.5,192,276,500298,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_2_02d00h00m,low,191,1722,188,191,345855,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_3_02d00h00m,low,205,1829,201,205,400238,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E2_4_02d00h00m,low,172,1715,188,172,320453,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_1_02d00h00m,high,131,1255,208,131,187016,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_2_02d00h00m,high,120,1262.5,214.5,120,179944,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_3_02d00h00m,high,173,1208,216,173,236915,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E7_4_02d00h00m,high,90,1282,214.5,90,133888,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_1_02d00h00m,low,264,1720.5,191,264,465830,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_2_02d00h00m,low,176,1690,190,176,315879,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_3_02d00h00m,low,230,1678.5,187,230,421256,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F2_4_02d00h00m,low,152,1681,187.5,152,277154,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_1_02d00h00m,high,157,976,192,157,184491,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_2_02d00h00m,high,105,1082,201,105,127319,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_3_02d00h00m,high,197,1132,202,197,250801,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F7_4_02d00h00m,high,90,1310,219.5,90,125953,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_1_02d00h00m,low,239,1544,187,239,403860,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_2_02d00h00m,low,201,1684,188,201,368405,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_3_02d00h00m,low,213,1705,189,213,383618,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G2_4_02d00h00m,low,140,1793,195.5,140,262143,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_1_02d00h00m,high,166,917,188.5,166,171615,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_2_02d00h00m,high,55,1216,209,55,72488,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_3_02d00h00m,high,91,1173,217,91,113888,SUM-159-fuse C00,0.1 mM
C00 fuse,0.1,48,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G7_4_02d00h00m,high,73,1214,222,73,98704,SUM-159-fuse C00,0.1 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_1_01d00h00m,low,321,1865,215,321,648596,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_2_01d00h00m,low,246,1862,204.5,246,495002,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_3_01d00h00m,low,233,1883,204,233,478511,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_4_01d00h00m,low,223,1881,204,223,447364,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_1_01d00h00m,high,336,1586.5,219,336,560402,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_2_01d00h00m,high,297,1568,211,297,477467,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_3_01d00h00m,high,190,1804.5,228,190,358106,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_4_01d00h00m,high,182,1670,225,182,330320,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_1_01d00h00m,low,310,1745.5,196,310,573756,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_2_01d00h00m,low,262,1859.5,203,262,507669,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_3_01d00h00m,low,247,1837,198,247,475237,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_4_01d00h00m,low,178,1716,189.5,178,342833,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_1_01d00h00m,high,310,1535.5,222,310,499021,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_2_01d00h00m,high,298,1575,217.5,298,490029,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_3_01d00h00m,high,274,1549,223.5,274,457133,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_4_01d00h00m,high,230,1536.5,204,230,377975,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_1_01d00h00m,low,244,1926.5,201,244,487792,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_2_01d00h00m,low,268,1915.5,197.5,268,538453,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_3_01d00h00m,low,255,1866,200,255,514973,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_4_01d00h00m,low,266,1813,199,266,518765,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D8_1_01d00h00m,high,277,1667,221,277,483734,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D8_2_01d00h00m,high,311,1676,226,311,534055,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D8_3_01d00h00m,high,212,1703.5,217,212,371368,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D8_4_01d00h00m,high,253,1578,216,253,423707,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E3_1_01d00h00m,low,278,1857.5,202,278,525493,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E3_2_01d00h00m,low,264,1823.5,196.5,264,511400,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E3_3_01d00h00m,low,287,1858,204,287,562604,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E3_4_01d00h00m,low,244,1933.5,202.5,244,511040,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E8_1_01d00h00m,high,342,1516.5,219,342,546846,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E8_2_01d00h00m,high,282,1663,227,282,494934,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E8_3_01d00h00m,high,218,1517,211.5,218,355229,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E8_4_01d00h00m,high,251,1654,220,251,438326,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F3_1_01d00h00m,low,256,1905.5,202.5,256,505975,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F3_2_01d00h00m,low,237,1863,199,237,458209,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F3_3_01d00h00m,low,252,1909,202.5,252,511905,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F3_4_01d00h00m,low,242,1769,196.5,242,459292,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F8_1_01d00h00m,high,310,1663.5,219,310,544268,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F8_2_01d00h00m,high,285,1517,206,285,451885,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F8_3_01d00h00m,high,282,1633,216.5,282,485854,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F8_4_01d00h00m,high,253,1694,224,253,444019,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G3_1_01d00h00m,low,233,1870,196,233,467040,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G3_2_01d00h00m,low,171,1886,200,171,341814,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G3_3_01d00h00m,low,285,1869,199,285,546657,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G3_4_01d00h00m,low,238,1883.5,205.5,238,494718,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G8_1_01d00h00m,high,278,1651,224.5,278,490864,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G8_2_01d00h00m,high,230,1609.5,212,230,397978,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G8_3_01d00h00m,high,283,1623,217,283,482887,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,24,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G8_4_01d00h00m,high,266,1554.5,213,266,435287,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_1_01d08h00m,low,360,2037,226,360,778611,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_2_01d08h00m,low,269,2147,223,269,609248,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_3_01d08h00m,low,251,2152,230,251,580500,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_4_01d08h00m,low,241,2275,224,241,553245,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_1_01d08h00m,high,419,1365,220,419,630365,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_2_01d08h00m,high,360,1452,220,360,559260,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_3_01d08h00m,high,209,1574,237,209,380556,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_4_01d08h00m,high,199,1749,232,199,364223,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_1_01d08h00m,low,337,1935,216,337,698604,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_2_01d08h00m,low,305,1922,212,305,644950,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_3_01d08h00m,low,265,2087,229,265,592935,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_4_01d08h00m,low,199,2019,209,199,432518,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_1_01d08h00m,high,378,1424,216,378,574723,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_2_01d08h00m,high,365,1410,225,365,556730,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_3_01d08h00m,high,322,1479,226.5,322,533898,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_4_01d08h00m,high,273,1370,210,273,416639,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_1_01d08h00m,low,285,2108,218,285,613147,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_2_01d08h00m,low,294,2011.5,212,294,643724,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_3_01d08h00m,low,278,2029,224,278,619174,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_4_01d08h00m,low,304,2024,214,304,642132,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D8_1_01d08h00m,high,350,1475,223.5,350,568103,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D8_2_01d08h00m,high,387,1440,224,387,588870,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D8_3_01d08h00m,high,258,1509,230,258,437235,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D8_4_01d08h00m,high,288,1494.5,218.5,288,458775,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E3_1_01d08h00m,low,302,2079.5,221,302,659827,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E3_2_01d08h00m,low,284,2102,224,284,637448,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E3_3_01d08h00m,low,321,2065,217,321,671597,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E3_4_01d08h00m,low,275,2191,225,275,648327,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E8_1_01d08h00m,high,421,1405,223,421,648400,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E8_2_01d08h00m,high,343,1478,229,343,553750,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E8_3_01d08h00m,high,258,1546.5,230,258,434477,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_E8_4_01d08h00m,high,312,1545,225,312,526282,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F3_1_01d08h00m,low,287,2080,218,287,637886,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F3_2_01d08h00m,low,267,2107,218,267,578100,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F3_3_01d08h00m,low,288,2164,217,288,645016,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F3_4_01d08h00m,low,271,2018,214,271,584348,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F8_1_01d08h00m,high,385,1481,228,385,617864,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F8_2_01d08h00m,high,334,1369,217,334,512585,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F8_3_01d08h00m,high,346,1502.5,219.5,346,542654,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_F8_4_01d08h00m,high,310,1531.5,222,310,505122,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G3_1_01d08h00m,low,256,2024,215,256,566467,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G3_2_01d08h00m,low,191,2149,216,191,432337,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G3_3_01d08h00m,low,317,2048,220,317,667957,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G3_4_01d08h00m,low,263,2181,224,263,608410,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G8_1_01d08h00m,high,335,1521,222,335,550226,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G8_2_01d08h00m,high,290,1428.5,215,290,445333,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G8_3_01d08h00m,high,345,1444,223,345,531501,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,32,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_G8_4_01d08h00m,high,324,1436,218,324,496513,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_1_01d16h00m,low,380,2071.5,231,380,848808,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_2_01d16h00m,low,291,2167,231,291,671204,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_3_01d16h00m,low,276,2146,239,276,625339,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B3_4_01d16h00m,low,258,2229,234.5,258,605823,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_1_01d16h00m,high,443,1251,219,443,618138,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_2_01d16h00m,high,404,1241,224,404,563945,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_3_01d16h00m,high,223,1564,235,223,389149,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_B8_4_01d16h00m,high,206,1602.5,236,206,372043,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_1_01d16h00m,low,352,2019,227.5,352,783148,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_2_01d16h00m,low,331,2027,226,331,729279,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_3_01d16h00m,low,295,2120,236,295,669719,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C3_4_01d16h00m,low,211,2202,224,211,500271,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_1_01d16h00m,high,414,1320.5,217,414,581954,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_2_01d16h00m,high,383,1281,221,383,554644,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_3_01d16h00m,high,352,1263,226.5,352,510842,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_C8_4_01d16h00m,high,287,1302,209,287,416300,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_1_01d16h00m,low,328,1935.5,221,328,683349,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_2_01d16h00m,low,327,2037,217,327,719948,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_3_01d16h00m,low,308,2012.5,227.5,308,684888,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D3_4_01d16h00m,low,329,2080,223,329,717099,SUM-159-fuse C00,0.5 mM
C00 fuse,0.5,40,SUM-159_C00-IncucyteRawDataLiveDead-varyGlucose_D8_1_01d16h00m,high,380,1349,223,380,565484,SUM-159-fuse C00,0.5 mM
